question,human_response,House of Spencer_without examples,House of Spencer_base,House of Spencer_fine-tuned_without_examples,House of Spencer_fine-tuned_with_examples,grade_without_examples,grade_base,grade_fine-tuned_whithout_examples,grade_fine-tuned_with_examples
¿Entregan un reporte por cada sesión para poder reembolsar a la Isapre?,"¡Hola! 😊 No entregamos un reporte por sesión, pero nuestra boleta de servicios puede te permite reembolsar. Cuentanos si necesitas detallar el tipo de sesiones realizadas para facilitar tu reembolso con la Isapre. Contactanos directamente a https://walink.co/83468b para poder ayudarte mejor 📝 ¿Te ayudo con algo más?","¡Hola! Soy House of Spencer. Sí, las sesiones son reembolsables con orden médica y te entregamos un reporte por cada sesión. Si tienes más dudas, no dudes en preguntar. 😊","¡Hola! 😊 No entregamos un reporte por sesión, pero nuestra boleta de servicios te permite reembolsar. Si necesitas detalles sobre las sesiones para facilitar tu reembolso, contáctanos a https://walink.co/83468b. ¿Te ayudo con algo más? 📝","No entregamos un reporte por cada sesión, pero podemos entregar un informe al finalizar el plan. 📄 Como todas nuestras clases son realizadas por kinesiólogos, nuestras sesiones son reembolsables con orden médica. 📝 ¿Necesitas más información?","¡Hola! 😊 No entregamos un reporte por sesión, pero nuestra boleta de servicios permite reembolsar. 📝 ¿Te ayudo con algo más?",1,5,1,4
¿Entregan un reporte por cada sesión para poder reembolsar a la Isapre?,"¡Hola! 😊 No entregamos un reporte por sesión, pero nuestra boleta de servicios puede te permite reembolsar. Cuentanos si necesitas detallar el tipo de sesiones realizadas para facilitar tu reembolso con la Isapre. Contactanos directamente a https://walink.co/83468b para poder ayudarte mejor 📝 ¿Te ayudo con algo más?","¡Hola! Soy House of Spencer. Sí, entregamos un informe por cada sesión que puedes usar para reembolsar a tu Isapre con orden médica. Si tienes más dudas, ¡pregunta!","¡Hola! 😊 No entregamos un reporte por sesión, pero nuestra boleta de servicios permite reembolsar. Si necesitas más detalles, contáctanos a https://walink.co/83468b. 📝 ¿Te ayudo con algo más?",Entregamos un informe por cada sesión para que puedas reembolsar a tu Isapre. 📝 ¿Necesitas más información?,"¡Hola! 😊 No entregamos un reporte por sesión, pero nuestra boleta de servicios te permite reembolsar. 📝 Contáctanos directamente a https://walink.co/83468b para poder ayudarte mejor. ¿Te ayudo con algo más?",1,4,1,4
¿Entregan un reporte por cada sesión para poder reembolsar a la Isapre?,"¡Hola! 😊 No entregamos un reporte por sesión, pero nuestra boleta de servicios puede te permite reembolsar. Cuentanos si necesitas detallar el tipo de sesiones realizadas para facilitar tu reembolso con la Isapre. Contactanos directamente a https://walink.co/83468b para poder ayudarte mejor 📝 ¿Te ayudo con algo más?","¡Hola! Soy de House of Spencer. Sí, las sesiones son reembolsables con orden médica, y te entregamos un reporte por cada sesión. Si tienes más dudas, estaré encantado de ayudarte.","¡Hola! 😊 No entregamos un reporte por sesión, pero nuestra boleta de servicios te permite reembolsar. Si necesitas más detalles para facilitar tu reembolso, contáctanos. 📝 ¿Te ayudo con algo más?","Sí, como todas nuestras clases son realizadas por kinesiólogos, nuestras sesiones son reembolsables con orden médica. 📝 ¿Necesitas más información?","¡Hola! 😊 No entregamos un reporte por sesión, pero nuestra boleta de servicios puede permitirte reembolsar. 📝 Cuéntanos si necesitas detallar el tipo de sesiones realizadas para facilitar tu reembolso con la Isapre. Contactanos directamente a https://walink.co/83468b para poder ayudarte mejor. ¿Te ayudo con algo más?",1,4,1,4
¿Consulta y a todas las personas de la clase se les hace los mismos ejercicios? O cómo funcionan??,"Todos nuestros profes son kinesiólogos 💪, por lo que podemos adaptar las rutinas a la realidad de cada uno.","¡Hola! Soy House of Spencer. En nuestras clases semi personalizadas, los ejercicios se adaptan a las necesidades de cada persona, aunque todos trabajamos en conjunto. Esto ayuda a mejorar la biomecánica y evitar lesiones. ¿Te gustaría agendar una clase de prueba gratuita?","¡Hola! 😊 En nuestras clases, todos nuestros profes son kinesiólogos, por lo que podemos adaptar las rutinas a las necesidades de cada persona. 💪 De esta manera, cada alumno puede trabajar a su nivel y objetivos. ¿Te gustaría más información?","Todos nuestros profes son kinesiólogos, por lo que podemos adaptar las rutinas a las necesidades de cada uno. 💪","Todos nuestros profes son kinesiólogos 💪, por lo que podemos adaptar las rutinas a la realidad de cada uno.",1,5,1,5
¿Consulta y a todas las personas de la clase se les hace los mismos ejercicios? O cómo funcionan??,"Todos nuestros profes son kinesiólogos 💪, por lo que podemos adaptar las rutinas a la realidad de cada uno.","¡Hola! Soy House of Spencer. En nuestras clases semi personalizadas, cada grupo realiza ejercicios adaptados a sus necesidades, pero todos siguen un enfoque común. Esto ayuda a mejorar la biomecánica y prevenir lesiones. Si tienes más dudas, ¡pregunta! 😊","¡Hola! 😊 En nuestras clases, todos nuestros profes son kinesiólogos 💪, por lo que adaptamos las rutinas a las necesidades de cada participante. Así, cada uno puede trabajar a su nivel. ¿Te gustaría saber más?","Todos nuestros profes son kinesiólogos 💪, por lo que podemos adaptar los ejercicios a las necesidades de cada uno.","Todos nuestros profes son kinesiólogos 💪, por lo que podemos adaptar las rutinas a la realidad de cada uno.",1,5,1,5
¿Consulta y a todas las personas de la clase se les hace los mismos ejercicios? O cómo funcionan??,"Todos nuestros profes son kinesiólogos 💪, por lo que podemos adaptar las rutinas a la realidad de cada uno.","¡Hola! Soy House of Spencer. En nuestras clases semi personalizadas, se adaptan los ejercicios según el nivel y necesidades de cada persona. Así, todos trabajan en su progreso individual. Si tienes más dudas, ¡pregunta! 😊","¡Hola! 😊 En House of Spencer, todos nuestros profes son kinesiólogos 💪, por lo que adaptamos las rutinas a las necesidades de cada alumno. Así, cada persona puede trabajar a su propio ritmo. ¿Te gustaría saber más?","¡Hola! 😊 Todos nuestros profes son kinesiólogos, por lo que podemos adaptar las rutinas a las necesidades de cada uno. 🏃\u200d♂️","Todos nuestros profes son kinesiólogos 💪, por lo que podemos adaptar las rutinas a la realidad de cada uno. ¿Te gustaría saber algo más?",1,5,1,4
¿Consulta y a todas las personas de la clase se les hace los mismos ejercicios? O cómo funcionan??,"Todos nuestros profes son kinesiólogos 💪, por lo que podemos adaptar las rutinas a la realidad de cada uno.","¡Hola! Soy House of Spencer. En nuestras clases semi personalizadas, adaptamos los ejercicios a las necesidades de cada participante, aunque todos trabajan en un mismo objetivo general. ¡Te invito a probar una clase gratuita!","¡Hola! 😊 Todos nuestros profes son kinesiólogos 💪, por lo que podemos adaptar las rutinas a la realidad de cada uno. Las clases son semi personalizadas, así que se ajustan a las necesidades de los participantes. ¿Te gustaría más información?","Todos nuestros profes son kinesiólogos, por lo que podemos adaptar las rutinas a las necesidades de cada uno. 💪","Todos nuestros profes son kinesiólogos 💪, por lo que podemos adaptar las rutinas a la realidad de cada uno. ¿Te gustaría más información sobre nuestras clases?",1,5,1,4
"Hi, do you offer trial classes to get to know your services?",Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,"TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, and yes, we offer a free trial class. You can schedule it at 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you have any other questions!""), type='text')",Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,5,5,5,5
"Hi, do you offer trial classes to get to know your services?",Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,"TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, and yes, we offer a free trial class for you to experience our services. You can schedule it at: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need more information!""), type='text')",Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,5,5,5,5
"Hi, do you offer trial classes to get to know your services?",Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,"TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, and yes, we offer a free trial class to get to know our services. You can schedule it at: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you have any questions!""), type='text')",Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,5,5,5,5
"Hi, do you offer trial classes to get to know your services?",Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,"TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, and yes, we offer a free trial class. You can schedule it at: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you have any questions!""), type='text')",Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,5,5,5,5
How much do the classes cost?,"Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️‍♂️ The plans last for 2 months. Do you need more information?","TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, here to help. Our class prices are as follows:\n\n- 4 sessions: $50,000 CLP (1 month)\n- 8 sessions: $95,000 CLP (1 month)\n- 12 sessions: $138,000 CLP (1 month)\n- 10 sessions: $120,000 CLP (2 months)\n- 20 sessions: $220,000 CLP (2 months)\n\nLet me know if you need more information!""), type='text')","Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️\u200d♂️ The plans last for 2 months. Do you need more information?","Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️\u200d♂️ The plans last for 2 months. Do you need more info?","Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️\u200d♂️ The plans last for 2 months. Do you need more information?",4,5,4,5
How much do the classes cost?,"Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️‍♂️ The plans last for 2 months. Do you need more information?","TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer. Our class prices are as follows:\n\n- 4 sessions: $50,000 CLP (1 month)\n- 8 sessions: $95,000 CLP (1 month)\n- 12 sessions: $138,000 CLP (1 month)\n- 10 sessions: $120,000 CLP (2 months)\n- 20 sessions: $220,000 CLP (2 months)\n\nLet me know if you need more information!""), type='text')","Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️\u200d♂️ The plans last for 2 months. Do you need more information?","Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️\u200d♀️ The plans last for 2 months. Do you need more information?","Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️\u200d♂️ The plans last for 2 months. Do you need more information?",4,5,4,5
How much do the classes cost?,"Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️‍♂️ The plans last for 2 months. Do you need more information?","TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer. Here are our class prices:\n\n- 4 sessions: $50,000 CLP (1 month)\n- 8 sessions: $95,000 CLP (1 month)\n- 10 sessions: $120,000 CLP (2 months)\n- 12 sessions: $138,000 CLP (1 month)\n- 20 sessions: $220,000 CLP (2 months)\n\nLet me know if you have more questions!""), type='text')","Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️\u200d♂️ The plans last for 2 months. Do you need more information?","Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️\u200d♀️ The plans last for 2 months. Let me know if you need more info!","Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️\u200d♂️ The plans last for 2 months. Do you need more information?",4,5,4,5
How much do the classes cost?,"Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️‍♂️ The plans last for 2 months. Do you need more information?","TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, representing our training center. Here are the class prices:\n\n- 4 sessions: $50,000 CLP\n- 8 sessions: $95,000 CLP\n- 10 sessions: $120,000 CLP\n- 12 sessions: $138,000 CLP\n- 20 sessions: $220,000 CLP\n\nLet me know if you have any other questions!""), type='text')","Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️\u200d♂️ The plans last for 2 months. Do you need more information?","Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️\u200d♀️ The plans last for 2 months. Do you need more information?","Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️\u200d♂️ The plans last for 2 months. Do you need more information?",4,5,4,5
Can I schedule classes through an app?,Yes! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It\'s quick and easy! Let me know if you need assistance.,"TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, and yes, you can schedule classes through the BoxMagic app or at https://auth.boxmagic.cl/. Let me know if you need more help! 😊""), type='text')","TextContentBlock(text=Text(annotations=[], value=""Yes! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It's quick and easy! Let me know if you need assistance.""), type='text')",Absolutely! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It’s quick and easy! Let me know if you need help.,"TextContentBlock(text=Text(annotations=[], value=""Yes! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It's quick and easy! Let me know if you need assistance.""), type='text')",4,5,5,5
Can I schedule classes through an app?,Yes! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It\'s quick and easy! Let me know if you need assistance.,"TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, and yes, you can schedule classes through the BoxMagic app or at https://auth.boxmagic.cl/. Let me know if you need more help!""), type='text')","TextContentBlock(text=Text(annotations=[], value=""Yes! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It's quick and easy! Let me know if you need assistance.""), type='text')","TextContentBlock(text=Text(annotations=[], value=""Absolutely! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It's quick and easy! Let me know if you need any help.""), type='text')","TextContentBlock(text=Text(annotations=[], value=""Yes! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It's quick and easy! Let me know if you need assistance.""), type='text')",4,5,4,5
Can I schedule classes through an app?,Yes! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It\'s quick and easy! Let me know if you need assistance.,"TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer. Yes, you can schedule classes through the BoxMagic app or at https://auth.boxmagic.cl/. If you need help with anything else, feel free to ask!""), type='text')","TextContentBlock(text=Text(annotations=[], value=""Yes! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It's quick and easy! Let me know if you need assistance.""), type='text')",Absolutely! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It’s quick and easy! Let me know if you need any help with the process.,"TextContentBlock(text=Text(annotations=[], value=""Yes! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It's quick and easy! Let me know if you need assistance.""), type='text')",4,5,4,5
Can I schedule classes through an app?,Yes! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It\'s quick and easy! Let me know if you need assistance.,"TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, and yes, you can schedule classes through the BoxMagic app or at https://auth.boxmagic.cl/. Let me know if you need more help! 😊""), type='text')","TextContentBlock(text=Text(annotations=[], value=""Yes! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It's quick and easy! Let me know if you need assistance.""), type='text')","TextContentBlock(text=Text(annotations=[], value=""Absolutely! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It's quick and easy! Let me know if you need any help.""), type='text')","TextContentBlock(text=Text(annotations=[], value=""Yes! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It's quick and easy! Let me know if you need assistance.""), type='text')",4,5,4,5
Do you have services in nutrition?,"Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!","TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, and yes, we offer nutrition services. You can schedule a consultation through AgendaPro. If you need more details, feel free to ask!""), type='text')","Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!","Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!","Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!",5,5,5,5
Do you have services in nutrition?,"Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!","TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, representing our training center. Yes, we offer nutrition services, including consultations, meal plans, and follow-ups. You can book through AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Let me know if you have more questions!""), type='text')","Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!","Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!","Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!",5,5,5,5
Do you have services in nutrition?,"Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!","TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, representing our training center. Yes, we offer nutrition services, including consultations, anthropometric measurements, and personalized meal plans. You can schedule an appointment through AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852.""), type='text')","Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!","Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!","Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!",5,5,5,5
Do you have services in nutrition?,"Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!","TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, representing our training center. Yes, we offer nutrition services, including consultations, meal plans, and follow-ups. You can book through AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Let me know if you need more information!""), type='text')","Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!","Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!","Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!",5,5,5,5
Are your prices in US dollars?,"Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!","TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, representing our training center. Our prices are in Chilean Pesos (CLP). If you have more questions, feel free to ask!""), type='text')","Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!","Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!","Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!",1,5,1,5
Are your prices in US dollars?,"Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!","TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, representing our training center. Our prices are in Chilean Pesos (CLP). If you need more information about our services, feel free to ask!""), type='text')","Our prices are in Chilean pesos (CLP). 💰 For instance, 10 sessions cost $120,000 CLP. Let me know if you need more details!","Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!","Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!",1,5,1,5
Are your prices in US dollars?,"Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!","Hello! I’m House of Spencer, representing our training center. Our prices are in Chilean Pesos (CLP). If you have more questions, feel free to ask!","Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!","Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!","Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!",1,5,1,"Error al procesar la fila: The server had an error processing your request. Sorry about that! You can retry your request, or contact us through our help center at help.openai.com if you keep seeing this error. (Please include the request ID req_94f11f2cd8860958871f7985cfb95d16 in your email.)"
Are your prices in US dollars?,"Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!","TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, and our prices are in Chilean Pesos (CLP). If you need more information, feel free to ask! 😊""), type='text')","Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!","Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!","Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!",1,5,1,5
